ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
193110.0,26-39,female,majority,10-19y,university,middle class,0.5519701813636283,1.0,before 2015,1.0,0.0,10238.0,14000.0,sports car,0.0,0.0,0.0,0.0
98515.0,40-64,male,majority,10-19y,high school,middle class,0.6269960497386653,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,1.0,1.0,0.0,0.0
165623.0,26-39,male,majority,10-19y,none,poverty,0.2947974807719967,1.0,before 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0.0,1.0,0.0
493590.0,26-39,male,majority,10-19y,university,middle class,0.5519504952618395,0.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0.0,1.0,0.0
389792.0,65+,male,majority,0-9y,university,upper class,0.649820471216227,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0.0,0.0,1.0
642614.0,40-64,male,majority,20-29y,high school,middle class,0.5218044346397632,1.0,after 2015,1.0,1.0,92101.0,7000.0,sedan,2.0,0.0,1.0,0.0
951465.0,65+,female,majority,30y+,university,upper class,0.7012683240604196,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,1.0,1.0,0.0
496987.0,16-25,male,majority,0-9y,none,poverty,0.1712440288213211,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0.0,0.0,0.0
732437.0,16-25,male,majority,0-9y,none,poverty,0.3184419972124171,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0.0,0.0,1.0
146897.0,26-39,female,majority,0-9y,high school,middle class,0.6046842696715551,1.0,before 2015,1.0,1.0,21217.0,11000.0,sedan,0.0,0.0,0.0,1.0
316173.0,16-25,male,majority,0-9y,university,working class,0.5049948526440377,0.0,after 2015,0.0,0.0,32765.0,8000.0,sedan,0.0,0.0,0.0,1.0
9013.0,26-39,male,majority,10-19y,high school,working class,0.6251466352816216,1.0,before 2015,0.0,1.0,10238.0,17000.0,sedan,3.0,0.0,2.0,0.0
511757.0,40-64,female,majority,10-19y,none,middle class,0.515812809602791,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0.0,1.0,0.0
429947.0,65+,male,majority,30y+,university,upper class,0.515812809602791,0.0,after 2015,0.0,1.0,10238.0,12000.0,sports car,6.0,0.0,5.0,0.0
485660.0,40-64,male,majority,10-19y,university,upper class,0.5781305873212035,1.0,before 2015,0.0,1.0,92101.0,14000.0,sedan,1.0,0.0,1.0,0.0
80496.0,65+,male,majority,30y+,high school,upper class,0.7054542902137054,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,5.0,1.0,3.0,0.0
478336.0,40-64,male,majority,20-29y,university,upper class,0.6595254905875941,1.0,after 2015,0.0,1.0,10238.0,16000.0,sedan,4.0,0.0,2.0,0.0
10843.0,40-64,male,majority,20-29y,university,upper class,0.5873836120460223,0.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,10.0,2.0,0.0,0.0
397446.0,16-25,male,majority,0-9y,none,poverty,0.4064824253974476,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0.0,0.0,1.0
101678.0,26-39,female,majority,10-19y,high school,poverty,0.2857471319596469,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0.0,0.0,1.0
231661.0,40-64,male,majority,20-29y,high school,middle class,0.5022849652731057,0.0,before 2015,0.0,0.0,10238.0,14000.0,sports car,3.0,0.0,4.0,0.0
173782.0,65+,male,majority,20-29y,high school,upper class,0.6256257210210231,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,7.0,0.0,5.0,0.0
921097.0,40-64,female,majority,20-29y,university,upper class,0.515812809602791,1.0,after 2015,1.0,1.0,92101.0,11000.0,sedan,3.0,0.0,2.0,0.0
98839.0,26-39,female,minority,10-19y,university,working class,0.3931531299744003,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,1.0,0.0,0.0,0.0
105372.0,26-39,female,minority,10-19y,none,working class,0.5039497598168121,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,0.0,0.0,0.0
888828.0,40-64,male,majority,20-29y,university,upper class,0.6586274302571438,1.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,3.0,0.0,2.0,0.0
37454.0,26-39,female,majority,0-9y,high school,working class,0.5241464657501199,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0.0,0.0,1.0
370044.0,65+,male,majority,20-29y,university,upper class,0.5531007570628673,0.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,9.0,0.0,1.0,0.0
768282.0,16-25,female,majority,0-9y,university,working class,0.4475509489142775,0.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0.0,0.0,1.0
738729.0,16-25,female,majority,0-9y,none,working class,0.5107331365064207,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,0.0,0.0,0.0,1.0
437535.0,26-39,female,majority,10-19y,high school,middle class,0.515812809602791,1.0,after 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0.0,0.0,0.0
329536.0,16-25,female,majority,0-9y,high school,poverty,0.4613735917269193,0.0,before 2015,0.0,0.0,32765.0,9000.0,sedan,0.0,0.0,0.0,1.0
328531.0,40-64,female,majority,20-29y,university,middle class,0.3875569443647317,0.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,0.0,1.0,0.0
123941.0,40-64,female,majority,20-29y,university,middle class,0.5701572256616224,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,0.0,0.0
131881.0,26-39,male,majority,10-19y,university,working class,0.5501250875743224,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,1.0,0.0,0.0
839572.0,40-64,male,majority,20-29y,high school,working class,0.4529442316093683,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0.0,1.0,0.0
171578.0,26-39,male,majority,10-19y,university,upper class,0.515812809602791,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,2.0,0.0,1.0,0.0
589757.0,40-64,female,majority,20-29y,high school,upper class,0.5352743096602144,1.0,before 2015,1.0,1.0,92101.0,7000.0,sedan,2.0,0.0,0.0,0.0
336859.0,16-25,female,majority,0-9y,university,middle class,0.6147359485632915,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0.0,0.0,1.0
788111.0,40-64,female,minority,20-29y,high school,poverty,0.4544471564329259,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0.0,1.0,0.0
407453.0,40-64,female,majority,0-9y,university,upper class,0.6137409183819416,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0.0,0.0,0.0
367026.0,40-64,female,minority,10-19y,high school,working class,0.5326613280250595,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0.0,0.0,0.0
334687.0,40-64,female,minority,0-9y,university,middle class,0.4277285143019345,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0.0,0.0,1.0
623367.0,65+,male,majority,20-29y,university,upper class,0.6859457213719147,1.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,4.0,1.0,4.0,0.0
688440.0,65+,male,majority,10-19y,university,upper class,0.6936124267187082,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0.0,0.0,0.0
547974.0,65+,male,majority,20-29y,high school,upper class,0.5979905963582334,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,1.0,7.0,1.0
989064.0,26-39,male,majority,0-9y,none,poverty,0.3308186664986927,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,0.0,1.0
422816.0,40-64,male,majority,20-29y,high school,working class,0.515812809602791,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,5.0,0.0,7.0,0.0
307408.0,26-39,female,minority,10-19y,none,working class,0.515812809602791,1.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,2.0,0.0,0.0,0.0
675898.0,16-25,male,majority,0-9y,high school,middle class,0.5083042183803546,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0.0,0.0,0.0
480452.0,26-39,female,majority,0-9y,university,upper class,0.7641329165005233,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,0.0,0.0
93199.0,40-64,female,majority,0-9y,university,middle class,0.4775169603837716,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0.0,0.0,0.0
125802.0,40-64,female,majority,20-29y,university,upper class,0.6812332078486962,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0.0,1.0,0.0
616663.0,40-64,male,majority,0-9y,university,upper class,0.4671555457007022,1.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0.0,0.0,0.0
423497.0,16-25,female,majority,0-9y,high school,working class,0.3941632454999797,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0.0,0.0,1.0
492837.0,40-64,female,majority,10-19y,university,upper class,0.6610607322734078,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0.0,0.0,0.0
422563.0,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0.0,1.0,0.0
185231.0,16-25,female,majority,0-9y,high school,middle class,0.560770206632082,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0.0,0.0,0.0
949152.0,26-39,female,majority,10-19y,university,upper class,0.7454327103696547,0.0,after 2015,0.0,0.0,32765.0,9000.0,sedan,0.0,0.0,0.0,0.0
859453.0,26-39,male,majority,10-19y,university,middle class,0.53257435224505,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0.0,2.0,0.0
466578.0,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0.0,0.0,0.0
998214.0,16-25,female,minority,0-9y,none,poverty,0.4124517461654282,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0.0,0.0,1.0
828462.0,40-64,male,majority,20-29y,high school,working class,0.3871071449018297,0.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0.0,6.0,0.0
511837.0,65+,male,majority,10-19y,high school,middle class,0.5499938678343249,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,1.0,1.0,0.0
554995.0,16-25,male,majority,0-9y,university,upper class,0.5853420947575604,1.0,before 2015,1.0,1.0,10238.0,12000.0,sports car,0.0,0.0,0.0,1.0
680717.0,65+,male,majority,30y+,none,middle class,0.5987396054343311,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,6.0,1.0,3.0,0.0
978021.0,40-64,male,majority,20-29y,university,upper class,0.6026557000791793,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,4.0,0.0,6.0,0.0
509815.0,26-39,female,majority,0-9y,high school,working class,0.5114570584803535,1.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0.0,0.0,0.0
6676.0,40-64,female,majority,20-29y,high school,upper class,0.5586591735288894,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,3.0,0.0,2.0,0.0
362280.0,40-64,male,majority,10-19y,high school,working class,0.6284070137170304,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0.0,0.0,1.0
883018.0,40-64,male,majority,0-9y,high school,working class,0.5057903732571783,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0.0,0.0,0.0
889355.0,26-39,female,majority,10-19y,university,upper class,0.7268184180645275,1.0,before 2015,1.0,1.0,10238.0,15000.0,sedan,2.0,0.0,0.0,0.0
198273.0,65+,male,majority,20-29y,university,upper class,0.6904423335733175,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,8.0,0.0,2.0,0.0
197763.0,40-64,male,majority,20-29y,university,upper class,0.4796771646619314,0.0,after 2015,1.0,0.0,10238.0,14000.0,sedan,1.0,0.0,2.0,0.0
55670.0,26-39,male,majority,10-19y,university,upper class,0.515812809602791,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,3.0,1.0,0.0,0.0
545941.0,40-64,female,majority,20-29y,none,working class,0.4405592041968235,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0.0,2.0,0.0
814196.0,16-25,female,majority,0-9y,none,middle class,0.634052597196068,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0.0,0.0,1.0
560160.0,16-25,female,majority,0-9y,high school,poverty,0.4574695879943666,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0.0,0.0,0.0
320444.0,26-39,male,majority,0-9y,none,poverty,0.3086490182004943,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0.0,0.0,0.0
305793.0,16-25,male,majority,0-9y,high school,poverty,0.2458351852340737,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0.0,0.0,1.0
362190.0,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0.0,0.0,1.0
62647.0,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,2.0,0.0,1.0,0.0
296948.0,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0.0,0.0,0.0
673660.0,65+,female,majority,30y+,high school,upper class,0.6830407984824192,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,4.0,1.0,3.0,0.0
945867.0,16-25,male,majority,0-9y,university,middle class,0.828628569053192,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0.0,0.0,1.0
391880.0,65+,male,majority,30y+,none,middle class,0.515812809602791,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,12.0,2.0,2.0,0.0
241973.0,65+,female,majority,30y+,high school,upper class,0.6293380939717407,1.0,before 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,0.0,2.0,0.0
429503.0,16-25,male,majority,0-9y,high school,poverty,0.28372421050714,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0.0,0.0,1.0
810013.0,16-25,male,majority,0-9y,university,working class,0.4576486815858435,1.0,after 2015,0.0,0.0,10238.0,14000.0,sports car,0.0,0.0,0.0,1.0
663458.0,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0.0,0.0,1.0
879976.0,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,0.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,0.0,0.0,0.0,1.0
418841.0,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,1.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,0.0,0.0,0.0,1.0
542236.0,26-39,male,minority,10-19y,none,working class,0.436944194154781,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,3.0,0.0,0.0,0.0
937573.0,40-64,male,majority,10-19y,university,upper class,0.6291939843221722,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,5.0,0.0,1.0,0.0
670850.0,16-25,male,majority,0-9y,university,working class,0.4055600158887265,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0.0,0.0,1.0
151252.0,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,1.0,before 2015,1.0,0.0,10238.0,11000.0,sedan,0.0,0.0,0.0,0.0
706349.0,65+,male,majority,10-19y,university,upper class,0.7270329897821235,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,1.0,2.0,0.0
602998.0,65+,male,majority,20-29y,none,working class,0.426828388879915,1.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,3.0,1.0,7.0,0.0
242772.0,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,1.0,2.0,0.0,0.0
393449.0,26-39,female,majority,10-19y,high school,middle class,0.515812809602791,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,2.0,0.0,0.0,0.0
380740.0,65+,male,majority,30y+,university,upper class,0.7264400018455291,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,2.0,0.0,3.0,0.0
938115.0,16-25,female,majority,0-9y,none,poverty,0.2444900931240796,0.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,0.0,0.0,1.0
727943.0,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,1.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0.0,0.0,1.0
766309.0,16-25,male,majority,0-9y,high school,poverty,0.515812809602791,0.0,before 2015,0.0,0.0,10238.0,10000.0,sports car,0.0,0.0,0.0,1.0
261229.0,16-25,male,majority,0-9y,university,working class,0.468671965728324,1.0,after 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0.0,0.0,1.0
60866.0,65+,male,majority,20-29y,university,upper class,0.6970834558464781,0.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,3.0,0.0,2.0,0.0
752797.0,40-64,female,majority,20-29y,high school,working class,0.5429181079423034,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,1.0,1.0,0.0,0.0
45002.0,65+,male,majority,30y+,high school,upper class,0.6722562535141292,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,4.0,1.0,2.0,0.0
482448.0,16-25,male,majority,0-9y,none,poverty,0.3864066185703315,0.0,before 2015,0.0,0.0,32765.0,8000.0,sedan,0.0,0.0,0.0,1.0
549142.0,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,0.0,1.0
95138.0,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,0.0,after 2015,1.0,0.0,10238.0,14000.0,sedan,4.0,1.0,4.0,0.0
851152.0,26-39,female,majority,10-19y,none,working class,0.515812809602791,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,1.0,0.0
615991.0,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,0.0,1.0,0.0
424820.0,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0.0,1.0,0.0
807847.0,65+,male,majority,20-29y,university,upper class,0.6330139475122963,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,3.0,1.0,4.0,0.0
758983.0,40-64,male,majority,20-29y,high school,middle class,0.552204630296896,1.0,after 2015,1.0,0.0,32765.0,12000.0,sedan,6.0,0.0,3.0,0.0
987114.0,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0.0,0.0,1.0
873457.0,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,7.0,1.0,1.0,0.0
699703.0,65+,female,majority,0-9y,university,upper class,0.7022748020975709,0.0,before 2015,1.0,1.0,92101.0,10000.0,sedan,0.0,0.0,0.0,1.0
563342.0,65+,female,majority,0-9y,university,upper class,0.7266055391975765,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0.0,0.0,0.0
504412.0,26-39,male,majority,10-19y,university,working class,0.515812809602791,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,2.0,3.0,1.0
284106.0,65+,male,majority,30y+,university,upper class,0.73238212135242,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,1.0,5.0,0.0
78189.0,16-25,female,majority,0-9y,none,poverty,0.2012839211827758,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0.0,0.0,1.0
427520.0,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,1.0,0.0,0.0
689030.0,40-64,female,majority,20-29y,university,upper class,0.6579677428053038,1.0,after 2015,1.0,0.0,92101.0,13000.0,sedan,1.0,0.0,1.0,0.0
966467.0,65+,male,majority,30y+,university,upper class,0.6002161554309658,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,5.0,2.0,4.0,0.0
288712.0,65+,male,majority,30y+,university,upper class,0.6663760181644964,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0.0,7.0,0.0
228114.0,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0.0,0.0,0.0
63715.0,65+,male,majority,20-29y,university,upper class,0.4169350441301069,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,5.0,1.0,5.0,0.0
624077.0,65+,female,majority,30y+,none,upper class,0.5948797136778915,1.0,before 2015,1.0,1.0,32765.0,8000.0,sports car,10.0,0.0,1.0,0.0
726352.0,26-39,male,minority,10-19y,none,poverty,0.3804265034620669,0.0,before 2015,1.0,1.0,10238.0,16000.0,sedan,1.0,0.0,1.0,0.0
150072.0,16-25,female,majority,0-9y,none,poverty,0.515812809602791,0.0,before 2015,0.0,0.0,21217.0,14000.0,sedan,0.0,0.0,0.0,1.0
792396.0,65+,female,majority,30y+,university,upper class,0.680617632406099,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,2.0,2.0,0.0
768933.0,40-64,male,minority,0-9y,high school,working class,0.3559504699938693,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,0.0,0.0,1.0
452356.0,40-64,female,majority,10-19y,none,middle class,0.515812809602791,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,2.0,0.0,0.0,0.0
849811.0,65+,female,minority,30y+,high school,upper class,0.587831426389767,1.0,after 2015,1.0,0.0,32765.0,12000.0,sports car,3.0,0.0,1.0,0.0
579336.0,65+,female,majority,10-19y,university,upper class,0.5733880426029547,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0.0,2.0,0.0
648922.0,16-25,male,majority,0-9y,university,middle class,0.2964062828237805,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0.0,0.0,1.0
47909.0,65+,male,majority,10-19y,university,upper class,0.4295096986208441,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0.0,4.0,0.0
619577.0,65+,female,majority,30y+,university,upper class,0.6885687186194461,1.0,after 2015,0.0,1.0,92101.0,11000.0,sedan,2.0,0.0,0.0,0.0
212678.0,65+,female,majority,20-29y,university,upper class,0.700017431968704,1.0,after 2015,0.0,1.0,32765.0,13000.0,sedan,1.0,0.0,1.0,0.0
579720.0,26-39,male,majority,10-19y,university,working class,0.4495886310379405,0.0,before 2015,0.0,1.0,10238.0,12000.0,sports car,0.0,0.0,1.0,1.0
995884.0,40-64,female,majority,20-29y,university,upper class,0.6900455818778344,1.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,1.0,1.0,0.0
226326.0,40-64,female,minority,10-19y,university,working class,0.4960298730510012,1.0,after 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0.0,1.0,0.0
